"SKUID","Description","QTY Sold","Total","Vat","Discount"
"50007592","Optrex Refreshing Eye Drops 10ml","2","9.98","1.66","0.00"
"5000198522501","Piriton Syrup 2mg/5ml 150ml","4","23.96","4.00","0.00"
"5060991070920","RICE AND ROSEWATER CONDITIONER","2","2.00","0.34","0.00"
"5012616268182","SOLPADINE PLUSE 24CAP","2","13.78","2.30","0.00"
"5010724515068","Sterimar Isotonic Nasal Spry 100ml","2","13.58","2.26","0.00"
"8712561483162","Vaseline CoCoa Radiant","2","10.30","1.72","0.00"
"5012131742600","VOLTAROL EMULGEL P 50g","2","16.58","2.76","0.00"
"5060057402856","ALMUS hayfever & allergy relief tablets 10mg  30","2","4.98","0.84","0.00"
"5060057402016","ALMUS paracetamol caplets 500mg  16","2","0.98","0.16","0.00"
"01050361000053811729","CLINIGRIP ELASTICATED TUBULAR BANDAGE B 0.5M","2","2.80","0.46","0.00"
"5060057402931","CO CODAMOL","6","23.94","4.02","0.00"
"5000347033476","Panadol Actifast Sol 24","2","9.90","1.66","0.00"
"5000283601807","Paracetamol Soluble 500mg Tabs","2","8.98","1.50","0.00"
"7322540574838","TENA unisex pants maxi medium 10","4","67.80","0.00","0.00"
"42182627","VASELINE PETRO JELLY 50ML","2","2.78","0.46","0.00"
